PS,TS,QV2M,WS2M,T2M_MAX,T2M_MIN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,YEAR,DISTRICT
95.63,26.59,9.6,2.39,45.12,5.74,0.57,44.77,1.82,1.09,0.03,18.77,8.48,2001.0,Agar Malwa
95.67,27.09,9.37,2.66,46.21,5.4,0.58,40.52,1.81,1.1,0.03,19.22,8.66,2002.0,Agar Malwa
95.69,25.93,10.65,2.52,45.08,5.55,0.56,43.03,2.91,1.08,0.03,18.57,8.39,2003.0,Agar Malwa
95.68,26.57,10.17,2.44,45.06,5.1,0.58,41.19,2.18,1.1,0.03,19.08,8.62,2004.0,Agar Malwa
95.67,26.29,9.74,2.41,44.78,5.92,0.58,42.67,2.28,1.1,0.03,19.1,8.58,2005.0,Agar Malwa
95.66,26.44,10.84,2.35,45.27,7.43,0.56,43.71,3.5,1.08,0.03,18.65,8.44,2006.0,Agar Malwa
95.64,26.22,10.47,2.28,44.57,8.7,0.57,41.71,2.55,1.1,0.03,19.07,8.6,2007.0,Agar Malwa
95.64,26.34,10.01,2.41,43.74,4.17,0.56,44.94,1.84,1.07,0.03,18.7,8.41,2008.0,Agar Malwa
95.65,27.1,10.47,2.47,45.3,8.55,0.58,39.44,2.53,1.1,0.03,19.19,8.63,2009.0,Agar Malwa
95.63,26.88,11.11,2.33,46.45,6.1,0.57,44.75,2.26,1.1,0.03,19.0,8.58,2010.0,Agar Malwa
95.62,25.97,10.73,2.3,45.67,3.26,0.56,40.77,3.14,1.06,0.03,18.5,8.35,2011.0,Agar Malwa
95.63,25.81,10.11,2.55,44.69,4.16,0.55,46.02,2.49,1.05,0.03,18.33,8.25,2012.0,Agar Malwa
95.64,25.22,11.27,2.41,45.24,3.43,0.53,47.29,3.93,1.01,0.03,17.48,7.89,2013.0,Agar Malwa
95.74,26.28,10.61,2.56,45.76,4.42,0.56,43.99,2.39,1.07,0.03,18.64,8.41,2014.0,Agar Malwa
95.79,26.11,10.64,2.51,46.15,5.3,0.55,44.0,3.17,1.04,0.03,18.19,8.2,2015.0,Agar Malwa
95.71,26.12,10.45,2.42,47.65,5.15,0.56,45.58,3.39,1.05,0.03,18.42,8.28,2016.0,Agar Malwa
95.69,26.88,9.95,2.47,46.27,3.26,0.56,45.09,1.81,1.06,0.03,18.58,8.34,2017.0,Agar Malwa
95.68,26.96,9.53,2.47,46.22,3.52,0.55,42.76,1.75,1.03,0.03,18.17,8.15,2018.0,Agar Malwa
97.43,27.68,10.11,2.66,44.9,8.16,0.57,39.71,1.47,1.1,0.03,19.12,8.63,2001.0,Alirajpur
97.49,27.74,10.17,2.75,46.74,7.91,0.57,37.16,1.69,1.1,0.03,19.21,8.67,2002.0,Alirajpur
97.49,26.83,11.49,2.67,44.87,8.42,0.57,39.93,3.03,1.1,0.03,19.07,8.62,2003.0,Alirajpur
97.49,27.3,11.05,2.63,44.69,9.3,0.57,40.3,2.43,1.1,0.03,19.12,8.64,2004.0,Alirajpur
97.47,26.83,10.64,2.53,44.39,8.16,0.58,37.89,2.69,1.12,0.03,19.5,8.76,2005.0,Alirajpur
97.47,27.17,11.56,2.55,45.26,8.89,0.56,40.39,3.13,1.07,0.03,18.61,8.41,2006.0,Alirajpur
97.43,27.24,11.29,2.44,45.37,10.74,0.58,37.51,2.77,1.11,0.03,19.24,8.68,2007.0,Alirajpur
97.43,27.16,10.65,2.65,44.41,6.75,0.56,39.94,1.8,1.07,0.03,18.76,8.43,2008.0,Alirajpur
97.46,27.71,11.31,2.61,45.62,10.65,0.58,35.81,2.45,1.1,0.03,19.41,8.71,2009.0,Alirajpur
97.42,27.51,12.15,2.49,46.47,8.59,0.57,40.51,2.8,1.09,0.03,18.99,8.58,2010.0,Alirajpur
97.41,27.27,11.05,2.61,44.22,7.44,0.56,37.0,2.47,1.06,0.03,18.69,8.41,2011.0,Alirajpur
97.43,26.85,10.78,2.79,43.01,6.25,0.56,40.13,2.21,1.06,0.03,18.71,8.39,2012.0,Alirajpur
97.44,26.16,11.83,2.66,44.64,6.93,0.53,43.73,3.67,1.02,0.03,17.75,7.99,2013.0,Alirajpur
97.55,27.39,11.17,2.62,45.42,6.91,0.57,37.08,2.27,1.08,0.03,18.93,8.51,2014.0,Alirajpur
97.58,27.28,11.26,2.6,44.68,8.68,0.55,39.04,2.61,1.05,0.03,18.54,8.32,2015.0,Alirajpur
97.52,27.23,10.92,2.57,47.21,8.3,0.55,42.55,2.28,1.05,0.03,18.47,8.3,2016.0,Alirajpur
97.5,27.26,10.89,2.56,44.73,7.56,0.56,39.97,2.27,1.06,0.03,18.7,8.38,2017.0,Alirajpur
97.49,27.77,10.15,2.61,45.05,7.63,0.55,38.15,1.77,1.03,0.03,18.47,8.26,2018.0,Alirajpur
93.93,24.31,10.87,2.04,44.1,5.16,0.54,51.05,3.9,1.05,0.03,18.07,8.14,2001.0,Anuppur
93.98,24.84,10.24,2.04,44.77,5.38,0.56,48.01,2.74,1.07,0.03,18.56,8.34,2002.0,Anuppur
94.0,24.39,11.06,1.98,45.27,4.52,0.53,52.87,3.79,1.03,0.03,17.75,7.99,2003.0,Anuppur
94.0,23.88,11.13,1.87,43.16,4.01,0.57,46.68,3.35,1.08,0.03,18.78,8.42,2004.0,Anuppur
93.99,24.12,10.81,1.89,44.41,5.41,0.55,50.02,3.9,1.06,0.03,18.38,8.22,2005.0,Anuppur
93.99,24.92,11.05,1.94,43.03,5.03,0.55,49.64,2.73,1.05,0.03,18.12,8.16,2006.0,Anuppur
93.97,24.29,11.02,1.9,44.02,6.72,0.55,50.4,3.2,1.05,0.03,18.32,8.22,2007.0,Anuppur
93.95,24.12,10.93,1.85,43.06,3.64,0.55,51.53,3.22,1.04,0.03,18.24,8.15,2008.0,Anuppur
93.97,25.52,10.43,1.91,44.21,7.47,0.57,46.97,2.47,1.07,0.03,18.8,8.4,2009.0,Anuppur
93.97,25.53,11.0,1.85,44.4,5.42,0.56,52.36,2.78,1.08,0.03,18.71,8.39,2010.0,Anuppur
93.94,24.06,11.34,1.77,43.51,2.3,0.54,51.43,3.83,1.03,0.03,18.0,8.08,2011.0,Anuppur
93.93,24.15,10.6,1.94,45.39,2.96,0.55,52.12,3.26,1.04,0.03,18.24,8.13,2012.0,Anuppur
93.95,23.86,11.73,1.86,45.11,2.63,0.53,55.78,4.58,1.02,0.03,17.71,7.94,2013.0,Anuppur
94.04,23.89,11.55,1.91,45.86,3.39,0.55,52.97,3.45,1.04,0.03,18.16,8.15,2014.0,Anuppur
94.1,24.42,11.53,1.84,44.67,3.97,0.54,51.03,3.23,1.03,0.03,18.08,8.08,2015.0,Anuppur
94.0,24.71,11.28,1.8,44.0,4.53,0.54,56.7,3.71,1.01,0.03,17.78,7.95,2016.0,Anuppur
94.0,25.06,10.87,1.78,44.33,3.66,0.56,44.75,3.38,1.06,0.03,18.61,8.31,2017.0,Anuppur
93.99,24.84,10.65,1.88,43.94,4.13,0.54,44.87,2.94,1.01,0.03,17.9,8.02,2018.0,Anuppur
95.29,25.33,9.79,2.23,45.71,5.39,0.57,43.86,2.52,1.09,0.03,18.83,8.51,2001.0,Ashoknagar
95.31,26.73,8.99,2.45,45.57,5.35,0.59,39.57,1.82,1.11,0.03,19.36,8.73,2002.0,Ashoknagar
95.34,25.46,10.29,2.34,45.81,4.79,0.56,44.38,2.39,1.08,0.03,18.61,8.42,2003.0,Ashoknagar
95.34,25.99,9.92,2.28,44.93,4.1,0.58,40.2,2.19,1.11,0.03,19.15,8.65,2004.0,Ashoknagar
95.32,25.51,9.72,2.29,44.79,6.22,0.58,40.98,2.31,1.1,0.03,19.2,8.63,2005.0,Ashoknagar
95.32,26.02,10.45,2.26,44.99,6.48,0.57,43.11,2.87,1.08,0.03,18.72,8.47,2006.0,Ashoknagar
95.3,25.48,10.19,2.21,44.04,6.93,0.58,40.1,2.57,1.1,0.03,19.09,8.61,2007.0,Ashoknagar
95.3,25.04,10.43,2.17,43.13,4.25,0.56,44.67,2.75,1.07,0.03,18.61,8.39,2008.0,Ashoknagar
95.31,26.67,10.13,2.33,44.94,7.11,0.58,41.5,1.95,1.1,0.03,19.1,8.61,2009.0,Ashoknagar
95.3,26.24,10.64,2.19,45.92,5.59,0.58,44.54,2.39,1.1,0.03,19.02,8.6,2010.0,Ashoknagar
95.28,25.18,10.72,2.16,45.94,2.01,0.56,39.91,4.4,1.07,0.03,18.59,8.41,2011.0,Ashoknagar
95.28,25.29,9.79,2.38,45.2,3.08,0.56,43.51,2.14,1.06,0.03,18.53,8.34,2012.0,Ashoknagar
95.3,24.56,11.09,2.26,45.6,2.43,0.54,46.13,4.16,1.02,0.03,17.69,7.98,2013.0,Ashoknagar
95.39,25.54,10.41,2.45,46.73,3.14,0.57,43.92,2.6,1.08,0.03,18.72,8.45,2014.0,Ashoknagar
95.44,25.14,10.68,2.33,45.52,4.07,0.56,42.83,2.88,1.05,0.03,18.33,8.27,2015.0,Ashoknagar
95.35,25.6,10.43,2.22,47.35,4.73,0.56,45.1,3.23,1.06,0.03,18.46,8.31,2016.0,Ashoknagar
95.34,26.39,9.79,2.31,46.04,3.16,0.57,43.25,1.79,1.07,0.03,18.67,8.4,2017.0,Ashoknagar
95.32,25.86,9.8,2.31,45.72,3.38,0.55,43.13,2.54,1.03,0.03,18.08,8.13,2018.0,Ashoknagar
95.48,25.81,11.14,2.04,46.39,7.36,0.53,56.46,3.69,1.05,0.03,17.93,8.15,2001.0,Balaghat
95.51,26.57,10.53,2.2,45.63,7.43,0.56,51.66,2.93,1.09,0.03,18.68,8.47,2002.0,Balaghat
95.53,26.13,11.46,2.14,47.03,6.26,0.54,57.15,4.38,1.07,0.03,18.02,8.21,2003.0,Balaghat
95.54,26.09,11.16,2.0,45.16,6.6,0.56,49.57,2.97,1.1,0.03,18.87,8.55,2004.0,Balaghat
95.52,25.75,11.04,2.03,45.48,7.21,0.54,54.29,4.46,1.06,0.03,18.16,8.21,2005.0,Balaghat
95.52,26.37,11.54,2.02,45.36,7.23,0.54,52.09,3.3,1.07,0.03,18.21,8.27,2006.0,Balaghat
95.5,26.17,11.06,2.01,44.87,8.6,0.55,52.24,3.45,1.07,0.03,18.48,8.36,2007.0,Balaghat
95.49,25.93,10.99,1.96,44.59,6.07,0.55,52.93,3.26,1.06,0.03,18.33,8.28,2008.0,Balaghat
95.49,27.03,10.95,2.0,45.73,8.55,0.56,50.12,3.35,1.09,0.03,18.85,8.48,2009.0,Balaghat
95.49,26.9,11.58,1.96,46.19,6.22,0.54,54.92,4.13,1.07,0.03,18.26,8.28,2010.0,Balaghat
95.48,25.78,11.48,1.93,44.37,4.37,0.54,49.4,4.04,1.05,0.03,18.23,8.24,2011.0,Balaghat
95.46,25.97,10.84,2.08,46.06,4.94,0.53,53.06,4.0,1.03,0.03,17.86,8.05,2012.0,Balaghat
95.47,25.81,12.0,2.02,46.89,6.24,0.51,55.83,5.34,1.0,0.03,17.17,7.78,2013.0,Balaghat
95.58,26.01,11.63,2.12,47.2,5.87,0.54,55.2,3.25,1.04,0.03,18.0,8.14,2014.0,Balaghat
95.64,25.92,11.92,1.99,46.02,6.3,0.54,53.33,3.39,1.03,0.03,18.03,8.12,2015.0,Balaghat
95.54,26.59,11.28,2.0,45.99,5.67,0.53,55.55,3.06,1.03,0.03,17.9,8.06,2016.0,Balaghat
95.53,26.97,10.92,1.92,45.75,5.6,0.56,46.19,2.74,1.07,0.03,18.76,8.42,2017.0,Balaghat
95.54,26.47,10.78,1.98,45.52,4.89,0.53,45.32,2.74,1.02,0.03,17.95,8.07,2018.0,Balaghat
96.98,27.83,10.19,2.59,45.51,7.19,0.57,38.83,1.37,1.11,0.03,19.16,8.68,2001.0,Barwani
97.04,27.89,10.22,2.75,47.21,7.69,0.57,35.56,1.65,1.11,0.03,19.21,8.71,2002.0,Barwani
97.04,26.96,11.45,2.61,44.99,7.45,0.57,38.52,2.84,1.11,0.03,19.11,8.67,2003.0,Barwani
97.04,27.32,11.02,2.59,44.51,8.46,0.57,40.31,2.11,1.12,0.03,19.21,8.72,2004.0,Barwani
97.02,26.94,10.63,2.49,45.05,8.32,0.58,38.36,2.4,1.12,0.03,19.38,8.75,2005.0,Barwani
97.03,27.09,11.6,2.46,45.26,8.52,0.56,39.62,2.94,1.09,0.03,18.74,8.51,2006.0,Barwani
96.99,27.23,11.23,2.38,45.46,10.17,0.57,38.64,2.44,1.11,0.03,19.25,8.73,2007.0,Barwani
96.99,27.45,10.51,2.55,44.77,7.01,0.56,39.67,1.59,1.08,0.03,18.89,8.52,2008.0,Barwani
97.01,27.98,11.2,2.57,46.05,9.24,0.58,36.29,2.32,1.11,0.03,19.4,8.74,2009.0,Barwani
96.98,27.55,12.18,2.43,46.4,7.51,0.56,43.83,2.43,1.1,0.03,18.89,8.59,2010.0,Barwani
96.97,27.18,11.04,2.48,44.31,5.81,0.56,37.19,2.25,1.08,0.03,18.82,8.5,2011.0,Barwani
96.99,27.03,10.74,2.72,43.67,5.79,0.56,40.62,2.04,1.07,0.03,18.79,8.46,2012.0,Barwani
96.99,26.29,11.82,2.66,44.83,6.47,0.53,44.57,3.35,1.03,0.03,17.82,8.06,2013.0,Barwani
97.1,27.54,11.18,2.6,45.81,6.82,0.56,39.26,2.05,1.08,0.03,18.87,8.53,2014.0,Barwani
97.14,27.37,11.33,2.5,45.35,7.08,0.56,40.17,2.65,1.06,0.03,18.69,8.43,2015.0,Barwani
97.07,27.37,10.75,2.52,47.24,6.84,0.55,43.55,2.01,1.07,0.03,18.64,8.42,2016.0,Barwani
97.05,27.52,10.77,2.49,44.51,6.76,0.56,40.81,1.98,1.07,0.03,18.8,8.46,2017.0,Barwani
97.05,28.1,9.92,2.54,45.47,6.03,0.55,38.17,1.42,1.04,0.03,18.51,8.31,2018.0,Barwani
93.94,24.97,10.65,2.32,44.23,7.07,0.55,48.09,3.13,1.08,0.03,18.45,8.38,2001.0,Betul
93.98,25.85,10.18,2.46,44.96,7.24,0.56,43.57,2.79,1.09,0.03,18.73,8.49,2002.0,Betul
93.99,25.38,11.08,2.41,44.63,6.21,0.55,47.41,3.82,1.09,0.03,18.54,8.41,2003.0,Betul
94.0,25.82,10.46,2.38,43.74,6.66,0.57,42.65,2.46,1.12,0.03,19.18,8.69,2004.0,Betul
93.98,25.11,10.51,2.35,43.49,7.6,0.56,45.05,3.7,1.1,0.03,18.76,8.48,2005.0,Betul
93.99,25.47,11.35,2.23,43.45,7.26,0.54,48.42,4.16,1.07,0.03,18.29,8.32,2006.0,Betul
93.95,25.66,10.58,2.24,43.35,9.36,0.56,47.04,3.01,1.1,0.03,18.93,8.56,2007.0,Betul
93.95,25.36,10.46,2.24,42.5,5.56,0.55,46.57,2.75,1.07,0.03,18.55,8.37,2008.0,Betul
93.96,25.97,10.8,2.3,43.68,8.92,0.56,44.75,3.2,1.09,0.03,18.94,8.53,2009.0,Betul
93.95,25.96,11.51,2.2,44.57,7.36,0.55,49.45,3.8,1.09,0.03,18.57,8.43,2010.0,Betul
93.93,25.29,10.89,2.22,43.15,5.3,0.55,44.76,3.35,1.07,0.03,18.39,8.32,2011.0,Betul
93.93,25.27,10.43,2.47,43.23,6.28,0.55,46.34,3.51,1.07,0.03,18.41,8.3,2012.0,Betul
93.93,25.12,11.61,2.39,44.85,6.7,0.51,50.9,4.68,1.0,0.03,17.25,7.81,2013.0,Betul
94.04,25.77,10.97,2.44,45.2,6.2,0.54,48.94,2.8,1.06,0.03,18.28,8.26,2014.0,Betul
94.1,25.46,11.25,2.4,44.45,6.43,0.54,48.22,3.58,1.05,0.03,18.31,8.26,2015.0,Betul
94.0,25.83,10.64,2.36,44.92,6.04,0.55,50.4,3.53,1.06,0.03,18.44,8.31,2016.0,Betul
94.0,25.89,10.51,2.24,44.62,5.39,0.56,45.53,2.51,1.08,0.03,18.77,8.43,2017.0,Betul
93.99,26.05,9.97,2.36,44.18,5.44,0.54,43.17,2.12,1.03,0.03,18.11,8.12,2018.0,Betul
98.97,27.28,9.31,1.91,48.05,3.73,0.57,38.73,1.67,1.04,0.03,18.45,8.3,2001.0,Bhind
98.98,28.07,8.61,2.05,48.4,4.34,0.57,38.04,1.29,1.03,0.03,18.66,8.36,2002.0,Bhind
99.04,27.05,9.72,1.87,48.13,3.76,0.54,45.54,1.53,0.99,0.03,17.65,7.96,2003.0,Bhind
99.01,27.42,9.74,2.11,47.31,4.65,0.57,40.46,1.58,1.03,0.03,18.37,8.25,2004.0,Bhind
99.01,27.18,9.52,2.07,47.9,4.92,0.57,39.28,1.45,1.02,0.03,18.43,8.23,2005.0,Bhind
99.0,28.28,9.73,2.16,47.31,4.23,0.56,40.24,1.32,1.03,0.03,18.3,8.22,2006.0,Bhind
98.99,27.76,9.72,2.14,47.85,4.48,0.56,38.3,1.32,1.01,0.03,18.18,8.16,2007.0,Bhind
98.99,26.07,10.89,1.8,45.27,3.71,0.54,40.88,2.31,0.97,0.02,17.54,7.88,2008.0,Bhind
98.99,27.95,9.73,2.04,47.15,5.44,0.57,36.93,1.51,1.03,0.03,18.52,8.3,2009.0,Bhind
98.99,27.26,10.45,1.87,48.32,4.33,0.55,42.53,1.95,1.0,0.03,17.92,8.05,2010.0,Bhind
98.97,26.16,10.85,1.8,47.41,1.78,0.55,36.33,2.13,1.0,0.03,17.94,8.08,2011.0,Bhind
98.96,26.1,9.66,2.1,48.93,1.7,0.56,38.93,2.13,1.0,0.03,18.1,8.09,2012.0,Bhind
99.01,25.63,11.05,1.97,48.09,0.69,0.54,39.86,2.77,0.98,0.02,17.61,7.91,2013.0,Bhind
99.08,26.72,9.83,2.0,49.39,3.44,0.56,40.14,1.87,1.02,0.03,18.14,8.16,2014.0,Bhind
99.14,26.68,10.09,1.88,46.97,3.62,0.56,38.33,2.06,1.01,0.02,18.18,8.14,2015.0,Bhind
99.02,27.31,10.1,1.8,47.59,4.03,0.55,40.71,1.97,0.98,0.03,17.8,7.97,2016.0,Bhind
99.01,27.76,9.68,1.92,47.43,2.66,0.55,45.78,1.58,0.99,0.03,17.83,7.99,2017.0,Bhind
99.0,26.62,10.4,1.94,47.34,2.58,0.54,46.72,2.55,0.96,0.02,17.43,7.83,2018.0,Bhind
95.44,25.64,10.21,2.27,45.51,6.02,0.56,45.82,2.66,1.09,0.03,18.73,8.48,2001.0,Bhopal
95.47,26.58,9.74,2.48,45.7,5.58,0.58,41.86,2.44,1.1,0.03,19.15,8.64,2002.0,Bhopal
95.49,25.6,10.87,2.4,45.55,5.62,0.56,45.56,3.39,1.08,0.03,18.54,8.39,2003.0,Bhopal
95.49,26.3,10.36,2.33,45.21,4.85,0.57,40.98,2.47,1.1,0.03,19.01,8.59,2004.0,Bhopal
95.47,25.81,10.16,2.34,44.42,5.93,0.57,43.49,3.29,1.1,0.03,19.05,8.57,2005.0,Bhopal
95.47,25.9,11.13,2.22,45.04,6.67,0.56,44.68,4.92,1.08,0.03,18.57,8.42,2006.0,Bhopal
95.45,25.8,10.62,2.21,44.19,7.37,0.57,42.9,2.97,1.1,0.03,18.98,8.57,2007.0,Bhopal
95.45,25.57,10.55,2.23,43.31,4.57,0.56,46.3,2.53,1.07,0.03,18.67,8.42,2008.0,Bhopal
95.46,26.41,10.74,2.33,44.92,7.85,0.57,42.41,3.07,1.09,0.03,19.02,8.57,2009.0,Bhopal
95.44,26.36,11.25,2.23,45.81,5.54,0.57,47.22,2.53,1.1,0.03,18.98,8.59,2010.0,Bhopal
95.43,25.55,10.99,2.22,45.45,3.14,0.55,43.6,4.14,1.06,0.03,18.36,8.31,2011.0,Bhopal
95.43,25.62,10.24,2.45,44.71,3.99,0.55,46.56,3.11,1.05,0.03,18.32,8.26,2012.0,Bhopal
95.44,25.22,11.47,2.41,45.85,3.47,0.53,48.62,4.43,1.01,0.03,17.47,7.9,2013.0,Bhopal
95.54,25.92,10.87,2.49,46.79,4.2,0.56,46.68,2.8,1.07,0.03,18.63,8.41,2014.0,Bhopal
95.59,25.75,10.98,2.42,45.79,4.74,0.54,46.2,3.56,1.04,0.03,18.08,8.17,2015.0,Bhopal
95.5,25.88,10.72,2.31,47.18,4.4,0.55,47.94,4.22,1.05,0.03,18.3,8.24,2016.0,Bhopal
95.49,26.35,10.33,2.32,45.93,3.06,0.56,44.23,2.37,1.06,0.03,18.57,8.35,2017.0,Bhopal
95.48,26.1,10.12,2.34,45.77,4.13,0.54,43.01,2.84,1.02,0.03,18.06,8.11,2018.0,Bhopal
96.69,27.53,10.52,2.38,46.28,7.42,0.56,43.9,1.79,1.1,0.03,18.96,8.61,2001.0,Burhanpur
96.74,27.94,10.25,2.6,46.94,8.07,0.57,39.93,1.83,1.11,0.03,19.09,8.66,2002.0,Burhanpur
96.75,27.09,11.37,2.49,45.79,7.03,0.56,43.34,2.8,1.11,0.03,18.97,8.61,2003.0,Burhanpur
96.75,27.5,10.9,2.45,45.26,8.23,0.58,42.08,1.91,1.13,0.03,19.43,8.82,2004.0,Burhanpur
96.73,27.0,10.68,2.39,45.33,8.17,0.57,42.43,2.41,1.11,0.03,19.15,8.66,2005.0,Burhanpur
96.74,26.93,11.78,2.23,46.02,8.28,0.55,45.27,3.5,1.09,0.03,18.65,8.48,2006.0,Burhanpur
96.7,27.19,11.16,2.23,45.6,9.8,0.57,44.44,2.38,1.12,0.03,19.22,8.71,2007.0,Burhanpur
96.7,27.6,10.52,2.37,44.94,6.61,0.56,45.14,1.65,1.08,0.03,18.75,8.47,2008.0,Burhanpur
96.71,27.93,11.14,2.39,45.76,9.45,0.57,41.7,2.48,1.1,0.03,19.2,8.65,2009.0,Burhanpur
96.69,27.57,12.15,2.28,46.59,7.55,0.56,46.73,2.72,1.11,0.03,18.95,8.62,2010.0,Burhanpur
96.68,27.02,11.2,2.27,44.97,5.71,0.55,42.99,2.36,1.07,0.03,18.6,8.41,2011.0,Burhanpur
96.69,26.96,10.87,2.51,44.79,7.27,0.55,46.32,2.33,1.07,0.03,18.58,8.39,2012.0,Burhanpur
96.69,26.58,11.93,2.54,46.44,7.06,0.52,48.74,3.32,1.02,0.03,17.58,7.96,2013.0,Burhanpur
96.8,27.72,11.23,2.47,46.09,6.61,0.56,45.02,2.13,1.08,0.03,18.73,8.47,2014.0,Burhanpur
96.85,27.17,11.54,2.33,46.41,7.22,0.55,44.85,3.04,1.06,0.03,18.49,8.35,2015.0,Burhanpur
96.77,27.16,10.9,2.35,47.64,7.32,0.55,48.48,3.01,1.07,0.03,18.6,8.39,2016.0,Burhanpur
96.76,27.1,10.98,2.28,45.4,6.58,0.56,44.11,2.84,1.09,0.03,19.0,8.54,2017.0,Burhanpur
96.76,27.65,10.16,2.32,46.26,5.69,0.55,41.61,2.13,1.04,0.03,18.45,8.28,2018.0,Burhanpur
97.83,25.95,10.51,1.97,46.9,5.22,0.57,45.26,2.7,1.09,0.03,18.82,8.54,2001.0,Chhatarpur
97.84,27.17,9.66,2.14,47.77,6.18,0.58,42.78,2.07,1.1,0.03,18.97,8.6,2002.0,Chhatarpur
97.89,26.09,10.84,2.0,47.55,4.84,0.55,47.92,2.73,1.07,0.03,18.27,8.3,2003.0,Chhatarpur
97.87,26.37,10.6,2.04,46.59,4.47,0.58,42.32,2.19,1.1,0.03,19.02,8.62,2004.0,Chhatarpur
97.86,26.08,10.49,2.05,46.85,6.18,0.57,43.93,2.67,1.1,0.03,18.95,8.55,2005.0,Chhatarpur
97.86,27.19,10.59,2.04,47.28,6.76,0.56,45.28,2.07,1.08,0.03,18.53,8.42,2006.0,Chhatarpur
97.84,26.77,10.38,2.04,46.5,6.96,0.57,43.38,1.96,1.08,0.03,18.72,8.48,2007.0,Chhatarpur
97.84,25.7,11.16,1.9,44.71,4.45,0.56,45.89,2.66,1.06,0.03,18.47,8.35,2008.0,Chhatarpur
97.84,27.33,10.44,2.05,46.04,6.83,0.58,42.11,1.94,1.1,0.03,19.03,8.6,2009.0,Chhatarpur
97.84,26.96,10.93,1.87,46.95,5.75,0.57,45.72,2.33,1.09,0.03,18.85,8.54,2010.0,Chhatarpur
97.82,25.75,11.26,1.84,46.42,2.86,0.56,41.19,3.06,1.07,0.03,18.51,8.41,2011.0,Chhatarpur
97.81,26.0,10.27,2.05,47.9,4.38,0.56,44.96,2.27,1.07,0.03,18.55,8.37,2012.0,Chhatarpur
97.84,25.4,11.6,1.92,47.78,2.15,0.54,46.52,3.49,1.03,0.03,17.85,8.07,2013.0,Chhatarpur
97.92,26.21,10.76,2.0,48.42,4.34,0.57,44.8,2.21,1.08,0.03,18.73,8.48,2014.0,Chhatarpur
97.99,26.26,11.04,1.96,46.61,4.64,0.56,44.69,2.4,1.05,0.03,18.46,8.33,2015.0,Chhatarpur
97.87,26.6,10.96,1.92,47.22,5.12,0.55,46.65,3.04,1.04,0.03,18.09,8.17,2016.0,Chhatarpur
97.86,27.51,10.15,1.98,47.74,3.84,0.57,42.89,1.7,1.07,0.03,18.77,8.46,2017.0,Chhatarpur
97.85,26.84,10.49,1.99,47.61,3.68,0.55,42.52,2.77,1.03,0.03,18.21,8.21,2018.0,Chhatarpur
93.68,24.9,10.6,2.27,44.57,6.85,0.55,50.33,3.03,1.08,0.03,18.33,8.33,2001.0,Chhindwara
93.72,25.77,10.1,2.42,44.51,7.34,0.56,45.98,2.73,1.09,0.03,18.71,8.48,2002.0,Chhindwara
93.73,25.29,10.98,2.35,45.02,5.84,0.54,49.48,3.77,1.07,0.03,18.2,8.27,2003.0,Chhindwara
93.74,25.68,10.43,2.27,44.27,6.64,0.57,44.71,2.43,1.11,0.03,18.99,8.6,2004.0,Chhindwara
93.72,25.05,10.43,2.28,43.94,7.41,0.56,48.05,3.62,1.09,0.03,18.67,8.43,2005.0,Chhindwara
93.73,25.25,11.29,2.18,44.04,6.9,0.55,49.42,4.3,1.07,0.03,18.25,8.31,2006.0,Chhindwara
93.7,25.51,10.49,2.18,42.99,8.96,0.56,47.47,2.99,1.1,0.03,18.84,8.52,2007.0,Chhindwara
93.69,25.17,10.44,2.18,42.7,5.46,0.55,47.52,2.66,1.07,0.03,18.51,8.36,2008.0,Chhindwara
93.7,25.95,10.66,2.25,44.1,7.86,0.56,45.15,3.17,1.09,0.03,18.87,8.51,2009.0,Chhindwara
93.69,25.85,11.38,2.15,44.92,6.57,0.56,49.7,3.64,1.09,0.03,18.68,8.47,2010.0,Chhindwara
93.67,25.11,10.88,2.14,43.45,4.19,0.55,45.48,3.33,1.06,0.03,18.29,8.28,2011.0,Chhindwara
93.67,25.18,10.36,2.4,43.57,6.08,0.55,48.18,3.46,1.05,0.03,18.21,8.21,2012.0,Chhindwara
93.67,25.03,11.53,2.31,45.13,6.39,0.51,50.85,4.58,1.0,0.03,17.21,7.79,2013.0,Chhindwara
93.78,25.6,10.93,2.4,45.7,5.93,0.55,49.01,2.75,1.07,0.03,18.5,8.37,2014.0,Chhindwara
93.84,25.11,11.38,2.3,44.06,6.03,0.54,48.96,3.68,1.04,0.03,18.06,8.15,2015.0,Chhindwara
93.74,25.79,10.65,2.27,44.42,5.38,0.55,50.02,3.42,1.05,0.03,18.22,8.21,2016.0,Chhindwara
93.74,25.86,10.47,2.15,44.54,5.3,0.57,42.66,2.56,1.08,0.03,18.88,8.49,2017.0,Chhindwara
93.73,25.9,10.05,2.23,44.38,4.98,0.54,42.37,2.32,1.02,0.03,17.96,8.05,2018.0,Chhindwara
96.25,25.49,10.55,2.06,46.37,5.88,0.56,47.73,3.2,1.08,0.03,18.48,8.4,2001.0,Damoh
96.27,26.4,9.97,2.22,46.94,5.87,0.56,44.36,2.68,1.08,0.03,18.68,8.47,2002.0,Damoh
