YEAR,DISTRICT,AREA,YIELD,PS,TS,QV2M,WS2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETPROF,T2M_RANGE,Nitrogen(N),Phosphorous(P),Potassium(K),Soil Type,Soil Depth
2004,Ujjain,400.12,693.0,95.3,24.95,10.97,2.02,44.69,18.72,8.42,24.83,3.15,55.56,0.7,0.71,39.15,Medium ,Low,High,Black,100-300
2005,Ujjain,421.67,1052.0,95.29,24.91,10.75,2.02,47.52,18.48,8.28,24.72,4.31,55.16,0.72,0.72,38.59,Medium ,Low,High,Black,100-300
2006,Ujjain,430.34,1087.0,95.28,25.82,10.98,2.07,47.72,18.18,8.21,25.5,2.55,52.8,0.68,0.68,37.61,Medium ,Low,High,Black,100-300
2007,Ujjain,431.7,1189.0,95.27,25.21,10.79,2.02,46.49,18.46,8.3,24.94,2.77,53.4,0.69,0.69,37.7,Medium ,Low,High,Black,100-300
2008,Ujjain,443.7,1416.0,95.25,24.99,10.87,1.97,47.33,18.26,8.18,24.62,3.11,54.77,0.7,0.7,39.72,Medium ,Low,High,Black,100-300
2009,Ujjain,453.8,1483.0,95.26,26.12,10.55,2.0,43.81,18.76,8.4,25.72,2.8,51.58,0.67,0.67,36.72,Medium ,Low,High,Black,100-300
2010,Ujjain,451.8,1113.0,95.26,26.11,11.12,1.88,49.05,18.66,8.39,25.7,3.14,54.21,0.7,0.7,40.26,Medium ,Low,High,Black,100-300
2011,Ujjain,452.3,1386.0,95.24,24.95,11.25,1.91,45.76,18.08,8.14,24.62,3.82,56.36,0.72,0.72,42.63,Medium ,Low,High,Black,100-300
2012,Ujjain,458.82,1467.0,95.22,24.94,10.58,2.08,47.95,18.19,8.14,24.65,3.4,54.18,0.71,0.71,42.72,Medium ,Low,High,Black,100-300
2013,Ujjain,464.67,782.0,95.24,24.62,11.76,1.98,50.97,17.55,7.89,24.35,4.91,60.41,0.75,0.75,42.53,Medium ,Low,High,Black,100-300
2014,Ujjain,433.0,693.0,95.34,24.95,11.39,2.06,48.95,18.19,8.18,24.68,3.01,58.27,0.69,0.69,43.53,Medium ,Low,High,Black,100-300
2015,Ujjain,455.0,723.0,95.4,25.22,11.5,1.98,48.34,18.09,8.11,24.85,2.89,57.47,0.68,0.68,41.12,Medium ,Low,High,Black,100-300
2016,Ujjain,459.0,1466.0,95.3,25.52,11.17,1.98,51.29,17.86,8.0,25.29,3.68,54.54,0.72,0.72,40.75,Medium ,Low,High,Black,100-300
2017,Ujjain,446.9,1047.0,95.29,26.26,10.56,2.01,44.85,18.59,8.32,25.76,2.23,50.23,0.66,0.66,42.62,Medium ,Low,High,Black,100-300
1990,Mandsaur,59.3,841.0,95.87,26.13,10.68,2.64,51.56,19.03,8.88,25.35,2.34,51.51,0.66,0.66,40.77,Medium ,Medium,High,Mixed Red & Black,50-100
1991,Mandsaur,101.33,755.0,95.9,26.58,8.84,2.58,48.67,19.88,9.25,25.73,1.66,41.62,0.63,0.63,45.05,Medium ,Medium,High,Mixed Red & Black,50-100
1992,Mandsaur,129.37,878.0,95.94,26.29,9.27,2.61,50.14,20.0,9.37,25.34,1.84,45.03,0.63,0.63,40.85,Medium ,Medium,High,Mixed Red & Black,50-100
1993,Mandsaur,166.79,1186.0,95.93,26.56,9.68,2.69,48.9,20.59,9.61,25.61,2.17,45.34,0.63,0.64,40.66,Medium ,Medium,High,Mixed Red & Black,50-100
1994,Mandsaur,219.3,1016.0,95.88,25.58,9.82,2.59,46.1,19.94,9.34,24.93,2.6,48.54,0.68,0.68,42.77,Medium ,Medium,High,Mixed Red & Black,50-100
1995,Mandsaur,255.0,917.0,95.88,26.54,9.52,2.58,45.83,19.9,9.31,25.49,1.94,45.34,0.63,0.64,42.29,Medium ,Medium,High,Mixed Red & Black,50-100
1996,Mandsaur,271.3,836.0,95.85,25.96,9.87,2.61,43.38,19.55,9.09,25.17,2.36,48.3,0.66,0.67,39.92,Medium ,Medium,High,Mixed Red & Black,50-100
1997,Mandsaur,282.0,1558.0,95.97,25.47,10.74,2.62,45.19,19.73,9.21,24.55,2.36,53.48,0.65,0.65,39.13,Medium ,Medium,High,Mixed Red & Black,50-100
1998,Mandsaur,287.3,1384.0,95.88,26.66,10.39,2.51,42.68,19.81,9.22,25.7,1.99,47.9,0.63,0.64,41.99,Medium ,Medium,High,Mixed Red & Black,50-100
1999,Mandsaur,211.5,1691.0,95.84,26.6,9.55,2.71,34.07,20.0,9.29,25.65,1.7,44.76,0.61,0.62,38.12,Medium ,Medium,High,Mixed Red & Black,50-100
2000,Mandsaur,218.2,583.0,95.81,26.65,8.85,2.69,29.36,20.06,9.28,25.76,1.47,39.54,0.61,0.61,39.87,Medium ,Medium,High,Mixed Red & Black,50-100
2001,Mandsaur,223.4,719.0,95.86,26.67,9.29,2.56,39.31,19.54,8.71,25.68,1.6,41.77,0.62,0.62,38.08,Medium ,Medium,High,Mixed Red & Black,50-100
2002,Mandsaur,207.7,537.0,95.9,27.31,8.92,2.76,37.16,19.75,8.8,26.27,1.29,40.13,0.6,0.61,40.9,Medium ,Medium,High,Mixed Red & Black,50-100
2003,Mandsaur,200.6,1055.0,95.91,26.29,10.22,2.65,39.14,19.3,8.61,25.45,1.93,49.2,0.63,0.64,37.9,Medium ,Medium,High,Mixed Red & Black,50-100
2004,Mandsaur,231.96,882.0,95.91,26.62,10.02,2.55,37.48,19.74,8.81,25.82,1.97,46.87,0.64,0.64,38.21,Medium ,Medium,High,Mixed Red & Black,50-100
2005,Mandsaur,245.84,661.0,95.9,26.01,9.67,2.45,37.3,19.71,8.77,25.25,1.96,46.06,0.64,0.64,39.16,Medium ,Medium,High,Mixed Red & Black,50-100
2006,Mandsaur,250.88,839.0,95.89,26.41,10.71,2.45,37.39,19.14,8.56,25.7,2.76,50.75,0.67,0.67,37.79,Medium ,Medium,High,Mixed Red & Black,50-100
2007,Mandsaur,255.9,845.0,95.86,26.44,10.23,2.43,36.76,19.58,8.75,25.63,2.08,48.36,0.65,0.65,37.27,Medium ,Medium,High,Mixed Red & Black,50-100
2008,Mandsaur,259.1,916.0,95.86,26.25,9.97,2.59,39.78,19.11,8.52,25.37,1.69,46.78,0.63,0.63,38.62,Medium ,Medium,High,Mixed Red & Black,50-100
2009,Mandsaur,262.6,701.0,95.88,27.06,10.32,2.56,36.43,19.67,8.76,26.15,1.92,48.4,0.62,0.63,36.07,Medium ,Medium,High,Mixed Red & Black,50-100
2010,Mandsaur,261.5,974.0,95.85,26.78,11.0,2.45,38.93,19.43,8.68,25.99,2.33,52.4,0.67,0.67,39.54,Medium ,Medium,High,Mixed Red & Black,50-100
2011,Mandsaur,256.6,1383.0,95.84,25.93,10.68,2.47,36.52,19.13,8.55,25.17,2.57,52.01,0.68,0.68,40.75,Medium ,Medium,High,Mixed Red & Black,50-100
2012,Mandsaur,277.78,1777.0,95.86,25.53,10.1,2.63,39.05,18.95,8.44,24.76,2.32,49.25,0.66,0.67,39.89,Medium ,Medium,High,Mixed Red & Black,50-100
2013,Mandsaur,286.4,1106.0,95.88,25.16,11.04,2.46,42.82,18.28,8.17,24.51,2.91,55.05,0.7,0.69,41.02,Medium ,Medium,High,Mixed Red & Black,50-100
2014,Mandsaur,271.0,790.0,95.97,26.17,10.4,2.56,36.1,19.25,8.59,25.27,2.06,51.39,0.66,0.66,39.96,Medium ,Medium,High,Mixed Red & Black,50-100
2015,Mandsaur,283.0,753.0,96.0,26.19,10.36,2.61,37.68,18.92,8.43,25.37,2.35,49.88,0.64,0.65,39.81,Medium ,Medium,High,Mixed Red & Black,50-100
2016,Mandsaur,241.0,1373.0,95.93,26.13,10.36,2.46,39.48,18.94,8.44,25.62,3.14,49.29,0.68,0.68,41.29,Medium ,Medium,High,Mixed Red & Black,50-100
2017,Mandsaur,249.5,1128.0,95.92,26.27,10.16,2.53,46.15,19.05,8.48,25.53,2.15,48.04,0.65,0.65,40.31,Medium ,Medium,High,Mixed Red & Black,50-100
1990,Dewas,127.42,1156.0,95.15,25.68,11.04,2.65,58.04,18.43,8.73,24.97,3.32,54.78,0.7,0.7,38.62,Medium ,Low,High,Black,100-300
1991,Dewas,155.35,955.0,95.17,26.4,9.15,2.66,49.87,19.58,9.26,25.5,2.09,44.26,0.66,0.66,44.23,Medium ,Low,High,Black,100-300
1992,Dewas,176.36,724.0,95.22,26.38,9.3,2.67,50.99,19.67,9.28,25.36,1.88,45.38,0.65,0.65,40.21,Medium ,Low,High,Black,100-300
1993,Dewas,186.45,1092.0,95.22,26.07,9.93,2.7,52.41,19.54,9.2,25.24,2.6,48.4,0.67,0.67,39.99,Medium ,Low,High,Black,100-300
1994,Dewas,204.5,899.0,95.16,25.43,10.01,2.6,49.91,19.55,9.19,24.76,3.26,50.66,0.7,0.7,41.07,Medium ,Low,High,Black,100-300
1995,Dewas,219.3,1018.0,95.15,26.1,9.92,2.56,49.21,19.64,9.33,25.16,2.71,48.61,0.66,0.67,40.34,Medium ,Low,High,Black,100-300
1996,Dewas,231.1,1008.0,95.13,25.92,10.05,2.56,47.07,19.54,9.22,25.11,2.98,50.12,0.69,0.69,39.11,Medium ,Low,High,Black,100-300
1997,Dewas,240.4,1443.0,95.26,25.42,10.93,2.56,48.28,19.33,9.13,24.53,2.89,55.31,0.68,0.68,38.85,Medium ,Low,High,Black,100-300
1998,Dewas,234.1,1262.0,95.17,26.07,10.98,2.42,46.52,19.09,9.02,25.3,2.48,53.4,0.68,0.69,40.62,Medium ,Low,High,Black,100-300
1999,Dewas,268.0,1147.0,95.13,25.82,10.05,2.59,39.92,19.03,8.94,25.09,2.36,49.8,0.66,0.66,38.56,Medium ,Low,High,Black,100-300
2000,Dewas,274.2,1010.0,95.09,26.22,9.03,2.6,34.7,19.56,9.2,25.44,1.85,41.44,0.64,0.65,37.91,Medium ,Low,High,Black,100-300
2001,Dewas,270.4,1160.0,95.14,26.6,9.64,2.47,46.52,18.82,8.53,25.63,1.66,44.36,0.64,0.64,38.57,Medium ,Low,High,Black,100-300
2002,Dewas,268.7,992.0,95.18,26.78,9.56,2.7,41.39,19.11,8.65,25.88,1.92,44.58,0.64,0.64,39.94,Medium ,Low,High,Black,100-300
2003,Dewas,271.1,1417.0,95.2,25.79,10.72,2.57,44.29,18.85,8.55,25.17,3.27,53.55,0.72,0.72,38.7,Medium ,Low,High,Black,100-300
2004,Dewas,274.22,1047.0,95.19,26.32,10.29,2.48,42.67,19.29,8.74,25.54,2.24,49.94,0.67,0.67,38.69,Medium ,Low,High,Black,100-300
2005,Dewas,280.7,1286.0,95.17,26.23,9.76,2.48,46.61,19.07,8.61,25.35,2.3,47.15,0.65,0.66,37.59,Medium ,Low,High,Black,100-300
2006,Dewas,282.51,1192.0,95.18,26.12,10.9,2.4,47.38,18.52,8.41,25.5,3.58,52.8,0.7,0.7,37.37,Medium ,Low,High,Black,100-300
2007,Dewas,296.1,1204.0,95.15,26.06,10.52,2.31,44.84,19.2,8.69,25.4,2.63,50.92,0.69,0.69,35.45,Medium ,Low,High,Black,100-300
2008,Dewas,303.5,1212.0,95.15,26.38,9.94,2.49,46.53,18.73,8.45,25.4,1.69,47.2,0.64,0.65,38.47,Medium ,Low,High,Black,100-300
2009,Dewas,306.6,1285.0,95.16,26.81,10.55,2.51,41.92,19.22,8.65,25.97,2.79,50.88,0.66,0.66,36.56,Medium ,Low,High,Black,100-300
2010,Dewas,321.6,1068.0,95.14,26.6,11.23,2.37,47.64,19.08,8.65,25.82,2.36,54.69,0.68,0.68,39.8,Medium ,Low,High,Black,100-300
2011,Dewas,323.0,1246.0,95.13,25.94,10.65,2.38,45.27,18.5,8.37,25.14,2.95,52.38,0.7,0.7,40.62,Medium ,Low,High,Black,100-300
2012,Dewas,340.53,1598.0,95.13,25.83,10.11,2.65,48.11,18.45,8.32,24.96,2.57,49.37,0.67,0.68,38.83,Medium ,Low,High,Black,100-300
2013,Dewas,350.96,762.0,95.15,25.24,11.28,2.54,50.56,17.3,7.82,24.54,4.08,56.82,0.72,0.72,41.11,Medium ,Low,High,Black,100-300
2014,Dewas,309.0,676.0,95.25,26.28,10.64,2.63,46.81,18.62,8.4,25.32,2.39,52.96,0.67,0.68,40.45,Medium ,Low,High,Black,100-300
2015,Dewas,337.0,623.0,95.29,26.05,10.69,2.55,46.72,18.15,8.19,25.26,3.37,52.45,0.68,0.68,40.46,Medium ,Low,High,Black,100-300
2016,Dewas,319.0,1483.0,95.22,25.94,10.48,2.47,51.18,18.51,8.33,25.39,3.4,51.09,0.71,0.71,42.06,Medium ,Low,High,Black,100-300
2017,Dewas,321.35,1020.0,95.2,26.28,10.23,2.47,43.92,18.8,8.46,25.59,2.26,48.61,0.67,0.67,41.71,Medium ,Low,High,Black,100-300
1990,Dhar,135.42,1068.0,96.76,26.75,11.34,2.8,58.23,18.46,8.82,25.86,2.78,54.24,0.68,0.68,37.54,Medium ,High,High,Black,100-300
1991,Dhar,165.87,775.0,96.78,27.62,9.38,2.73,50.9,19.48,9.26,26.53,1.71,43.07,0.64,0.65,43.15,Medium ,High,High,Black,100-300
1992,Dhar,195.27,1032.0,96.82,27.39,9.65,2.77,53.56,19.68,9.38,26.27,1.6,44.94,0.63,0.64,37.82,Medium ,High,High,Black,100-300
1993,Dhar,201.42,1357.0,96.82,27.13,10.37,2.77,53.29,19.46,9.27,26.12,2.25,48.76,0.66,0.66,37.15,Medium ,High,High,Black,100-300
1994,Dhar,206.3,643.0,96.77,26.41,10.34,2.74,51.23,19.34,9.19,25.56,2.92,50.56,0.69,0.69,39.69,Medium ,High,High,Black,100-300
1995,Dhar,216.2,930.0,96.75,27.28,10.13,2.69,50.23,19.42,9.34,26.19,2.36,47.19,0.65,0.66,37.89,Medium ,High,High,Black,100-300
1996,Dhar,214.6,930.0,96.73,26.91,10.47,2.7,48.0,19.33,9.21,25.93,2.46,50.15,0.67,0.68,36.46,Medium ,High,High,Black,100-300
1997,Dhar,225.5,891.0,96.86,26.51,11.29,2.64,47.97,19.0,9.13,25.52,2.5,54.73,0.67,0.67,37.08,Medium ,High,High,Black,100-300
1998,Dhar,233.0,1050.0,96.76,27.1,11.35,2.54,47.97,18.85,9.0,26.2,2.33,52.82,0.67,0.68,39.71,Medium ,High,High,Black,100-300
1999,Dhar,255.4,1003.0,96.73,26.87,10.41,2.74,40.98,19.11,9.06,25.95,2.07,49.54,0.65,0.65,37.05,Medium ,High,High,Black,100-300
2000,Dhar,250.1,862.0,96.7,27.43,9.41,2.69,37.97,19.56,9.3,26.48,1.59,41.71,0.63,0.64,37.08,Medium ,High,High,Black,100-300
2001,Dhar,237.7,873.0,96.74,27.72,9.87,2.65,42.26,19.08,8.6,26.6,1.33,43.91,0.63,0.63,37.57,Medium ,High,High,Black,100-300
2002,Dhar,230.9,846.0,96.8,27.65,9.99,2.81,38.08,19.22,8.65,26.61,1.66,45.12,0.63,0.64,39.03,Medium ,High,High,Black,100-300
2003,Dhar,224.6,1161.0,96.8,26.7,11.26,2.69,41.55,18.97,8.55,25.93,2.99,54.47,0.71,0.71,36.89,Medium ,High,High,Black,100-300
2004,Dhar,238.49,911.0,96.8,27.14,10.8,2.63,42.08,19.15,8.63,26.3,2.17,50.51,0.67,0.67,35.36,Medium ,High,High,Black,100-300
2005,Dhar,245.91,1272.0,96.78,26.93,10.29,2.58,41.73,19.29,8.66,26.04,2.23,48.42,0.66,0.66,36.3,Medium ,High,High,Black,100-300
2006,Dhar,247.27,1258.0,96.78,27.01,11.34,2.54,42.95,18.56,8.38,26.24,2.94,53.39,0.69,0.7,36.45,Medium ,High,High,Black,100-300
2007,Dhar,250.3,1323.0,96.75,27.1,11.0,2.44,43.95,19.09,8.6,26.31,2.49,51.24,0.68,0.69,34.41,Medium ,High,High,Black,100-300
2008,Dhar,260.1,1445.0,96.74,27.33,10.29,2.65,46.44,18.6,8.34,26.28,1.52,47.27,0.64,0.64,37.38,Medium ,High,High,Black,100-300
2009,Dhar,268.1,1656.0,96.77,27.72,11.06,2.64,40.13,19.22,8.61,26.73,2.42,51.56,0.65,0.66,36.5,Medium ,High,High,Black,100-300
2010,Dhar,267.9,1270.0,96.74,27.41,11.88,2.5,45.86,18.88,8.51,26.53,2.42,55.71,0.68,0.68,38.54,Medium ,High,High,Black,100-300
2011,Dhar,266.8,1329.0,96.72,27.04,10.89,2.56,43.35,18.46,8.3,26.1,2.41,51.17,0.68,0.68,37.7,Medium ,High,High,Black,100-300
2012,Dhar,277.79,1593.0,96.74,26.78,10.54,2.81,46.68,18.44,8.27,25.79,2.21,49.33,0.66,0.67,37.19,Medium ,High,High,Black,100-300
2013,Dhar,292.2,1483.0,96.75,26.03,11.64,2.7,49.01,17.29,7.78,25.31,3.62,56.94,0.72,0.72,37.59,Medium ,High,High,Black,100-300
2014,Dhar,269.0,896.0,96.86,27.27,10.97,2.68,44.71,18.63,8.37,26.15,2.14,52.1,0.66,0.67,38.41,Medium ,High,High,Black,100-300
2015,Dhar,288.0,1309.0,96.9,27.13,11.04,2.61,45.24,18.13,8.14,26.2,2.83,51.86,0.66,0.67,37.38,Medium ,High,High,Black,100-300
2016,Dhar,289.0,1599.0,96.83,26.94,10.75,2.58,48.25,18.49,8.28,26.14,2.44,50.78,0.68,0.69,40.2,Medium ,High,High,Black,100-300
2017,Dhar,279.43,1291.0,96.81,27.07,10.7,2.55,42.16,18.75,8.39,26.22,2.17,49.85,0.67,0.67,37.59,Medium ,High,High,Black,100-300
1990,Jhabua,6.45,922.0,97.2,26.7,11.29,2.73,55.15,18.5,8.86,25.91,2.74,53.53,0.66,0.66,39.55,Medium ,Low,High,Black,100-300
1991,Jhabua,12.74,445.0,97.22,27.47,9.32,2.64,49.27,19.41,9.28,26.52,1.71,42.55,0.62,0.62,43.84,Medium ,Low,High,Black,100-300
1992,Jhabua,20.95,691.0,97.27,27.16,9.68,2.7,50.21,19.61,9.4,26.13,1.68,45.27,0.61,0.61,37.66,Medium ,Low,High,Black,100-300
1993,Jhabua,21.01,930.0,97.26,27.2,10.27,2.72,51.41,19.69,9.41,26.26,2.22,47.57,0.63,0.64,37.99,Medium ,Low,High,Black,100-300
1994,Jhabua,26.0,769.0,97.21,26.32,10.31,2.71,46.29,19.19,9.15,25.56,3.17,50.15,0.68,0.68,40.23,Medium ,Low,High,Black,100-300
1995,Jhabua,26.0,619.0,97.19,27.25,9.98,2.66,46.64,19.41,9.36,26.23,2.1,46.1,0.62,0.63,37.72,Medium ,Low,High,Black,100-300
1996,Jhabua,27.5,593.0,97.17,26.7,10.46,2.65,45.13,19.26,9.23,25.86,2.5,50.11,0.66,0.66,37.14,Medium ,Low,High,Black,100-300
1997,Jhabua,29.3,829.0,97.3,26.15,11.32,2.61,45.04,19.08,9.15,25.33,2.87,55.07,0.66,0.66,37.67,Medium ,Low,High,Black,100-300
1998,Jhabua,31.1,666.0,97.2,27.04,11.24,2.51,44.36,18.98,9.06,26.21,2.38,51.76,0.65,0.65,39.85,Medium ,Low,High,Black,100-300
1999,Jhabua,40.8,699.0,97.17,27.03,10.24,2.73,37.48,19.42,9.27,26.15,1.92,47.7,0.61,0.62,36.62,Medium ,Low,High,Black,100-300
2000,Jhabua,38.4,333.0,97.13,27.45,9.39,2.7,34.13,19.68,9.41,26.52,1.66,41.34,0.6,0.61,37.93,Medium ,Low,High,Black,100-300
2001,Jhabua,35.8,492.0,97.17,27.55,9.77,2.66,39.71,19.12,8.63,26.52,1.43,43.24,0.6,0.61,36.32,Medium ,Low,High,Black,100-300
2002,Jhabua,30.1,538.0,97.23,27.65,9.77,2.73,37.16,19.21,8.67,26.68,1.53,43.6,0.6,0.6,39.2,Medium ,Low,High,Black,100-300
2003,Jhabua,26.6,842.0,97.24,26.63,11.12,2.64,39.93,19.07,8.62,25.96,2.76,53.29,0.67,0.67,36.6,Medium ,Low,High,Black,100-300
2004,Jhabua,28.04,581.0,97.24,27.06,10.78,2.57,40.3,19.12,8.64,26.3,2.25,50.1,0.65,0.65,36.1,Medium ,Low,High,Black,100-300
2005,Jhabua,30.82,645.0,97.22,26.57,10.34,2.52,37.89,19.5,8.76,25.81,2.4,48.84,0.65,0.65,37.17,Medium ,Low,High,Black,100-300
2006,Jhabua,34.0,718.0,97.21,26.91,11.33,2.51,40.39,18.61,8.41,26.18,2.98,53.32,0.67,0.67,36.83,Medium ,Low,High,Black,100-300
2007,Jhabua,40.6,714.0,97.18,26.98,11.01,2.42,37.51,19.24,8.68,26.24,2.54,51.29,0.66,0.67,35.33,Medium ,Low,High,Black,100-300
2008,Jhabua,39.9,759.0,97.18,27.03,10.38,2.65,39.94,18.76,8.43,26.12,1.67,47.78,0.62,0.62,38.26,Medium ,Low,High,Black,100-300
2009,Jhabua,43.7,719.0,97.2,27.52,11.05,2.57,35.81,19.41,8.71,26.68,2.29,51.11,0.63,0.63,35.08,Medium ,Low,High,Black,100-300
2010,Jhabua,47.3,763.0,97.17,27.33,11.79,2.48,40.51,18.99,8.58,26.54,2.68,54.96,0.67,0.67,38.68,Medium ,Low,High,Black,100-300
2011,Jhabua,50.8,657.0,97.16,26.93,10.96,2.57,37.0,18.69,8.41,26.04,2.43,51.47,0.66,0.66,37.47,Medium ,Low,High,Black,100-300
2012,Jhabua,52.01,987.0,97.18,26.49,10.58,2.76,40.13,18.71,8.39,25.61,2.26,49.67,0.64,0.65,37.15,Medium ,Low,High,Black,100-300
2013,Jhabua,56.86,782.0,97.19,25.89,11.59,2.62,43.73,17.75,7.99,25.23,3.44,56.62,0.7,0.7,37.69,Medium ,Low,High,Black,100-300
2014,Jhabua,61.0,836.0,97.29,27.02,10.94,2.59,37.08,18.93,8.51,26.04,2.21,52.01,0.65,0.65,38.66,Medium ,Low,High,Black,100-300
2015,Jhabua,63.0,1444.0,97.33,27.12,10.88,2.64,39.04,18.54,8.32,26.26,2.38,50.55,0.63,0.64,36.61,Medium ,Low,High,Black,100-300
2016,Jhabua,66.0,1606.0,97.26,26.97,10.75,2.52,42.55,18.47,8.3,26.25,2.42,50.22,0.66,0.66,39.11,Medium ,Low,High,Black,100-300
2017,Jhabua,63.6,1430.0,97.25,26.91,10.72,2.56,39.97,18.7,8.38,26.15,2.26,50.05,0.65,0.65,37.8,Medium ,Low,High,Black,100-300
1990,Khargone,8.88,762.0,97.17,27.12,11.53,2.69,58.79,18.45,8.82,26.25,2.69,54.67,0.67,0.68,36.91,Medium ,Medium,High,Black,100-300
1991,Khargone,14.67,549.0,97.18,28.06,9.49,2.63,50.59,19.48,9.37,26.94,1.64,43.25,0.64,0.64,43.92,Medium ,Medium,High,Black,100-300
1992,Khargone,23.8,668.0,97.23,27.94,9.64,2.67,51.03,19.59,9.42,26.76,1.56,44.26,0.63,0.63,39.46,Medium ,Medium,High,Black,100-300
1993,Khargone,21.23,903.0,97.24,27.33,10.58,2.64,52.02,19.64,9.4,26.36,2.34,49.9,0.66,0.66,38.42,Medium ,Medium,High,Black,100-300
1994,Khargone,27.3,769.0,97.18,26.74,10.61,2.59,47.52,19.49,9.31,25.92,2.81,51.73,0.69,0.69,40.83,Medium ,Medium,High,Black,100-300
1995,Khargone,31.8,736.0,97.16,27.75,10.35,2.55,47.6,19.5,9.42,26.62,2.28,47.82,0.64,0.65,39.84,Medium ,Medium,High,Black,100-300
1996,Khargone,34.1,683.0,97.14,27.52,10.55,2.6,46.26,19.5,9.34,26.46,2.32,49.83,0.66,0.67,39.08,Medium ,Medium,High,Black,100-300
1997,Khargone,39.7,738.0,97.27,27.12,11.36,2.53,48.02,19.1,9.22,26.07,2.33,54.18,0.66,0.66,38.75,Medium ,Medium,High,Black,100-300
1998,Khargone,46.2,509.0,97.17,27.5,11.6,2.43,45.52,18.86,9.02,26.61,2.36,53.89,0.67,0.68,39.71,Medium ,Medium,High,Black,100-300
1999,Khargone,47.7,415.0,97.14,27.2,10.6,2.58,39.18,19.34,9.22,26.25,2.09,50.57,0.65,0.65,38.8,Medium ,Medium,High,Black,100-300
2000,Khargone,51.0,363.0,97.11,27.73,9.53,2.54,36.07,19.62,9.38,26.8,1.61,41.83,0.63,0.63,37.99,Medium ,Medium,High,Black,100-300
2001,Khargone,46.3,516.0,97.15,28.06,10.15,2.51,40.27,19.15,8.67,26.95,1.4,44.96,0.62,0.63,39.04,Medium ,Medium,High,Black,100-300
2002,Khargone,47.1,650.0,97.2,28.13,10.11,2.7,36.67,19.2,8.69,27.09,1.69,45.11,0.63,0.64,39.68,Medium ,Medium,High,Black,100-300
2003,Khargone,50.2,902.0,97.21,27.15,11.34,2.57,40.24,19.06,8.62,26.32,2.9,54.51,0.7,0.7,38.48,Medium ,Medium,High,Black,100-300
2004,Khargone,53.65,638.0,97.21,27.56,10.9,2.53,41.09,19.26,8.73,26.7,2.05,50.56,0.66,0.67,37.07,Medium ,Medium,High,Black,100-300
2005,Khargone,60.19,563.0,97.19,27.32,10.45,2.46,39.59,19.3,8.7,26.46,2.27,48.89,0.65,0.66,37.03,Medium ,Medium,High,Black,100-300
2006,Khargone,57.14,710.0,97.19,27.23,11.56,2.38,41.2,18.71,8.48,26.57,3.01,54.08,0.7,0.7,37.92,Medium ,Medium,High,Black,100-300
2007,Khargone,53.6,756.0,97.16,27.38,11.12,2.31,40.39,19.34,8.74,26.63,2.41,51.56,0.68,0.68,36.27,Medium ,Medium,High,Black,100-300
2008,Khargone,52.8,642.0,97.15,27.79,10.36,2.49,40.87,18.82,8.47,26.72,1.53,46.91,0.63,0.64,38.64,Medium ,Medium,High,Black,100-300
2009,Khargone,48.2,703.0,97.17,28.21,11.1,2.52,37.33,19.37,8.71,27.17,2.4,51.18,0.65,0.65,37.46,Medium ,Medium,High,Black,100-300
2010,Khargone,43.7,863.0,97.15,27.82,12.04,2.38,44.36,18.99,8.61,26.94,2.41,56.01,0.68,0.68,39.0,Medium ,Medium,High,Black,100-300
2011,Khargone,49.8,556.0,97.14,27.27,11.06,2.4,38.64,18.78,8.46,26.41,2.32,51.67,0.68,0.68,39.42,Medium ,Medium,High,Black,100-300
2012,Khargone,49.0,973.0,97.15,27.21,10.68,2.65,42.24,18.65,8.38,26.24,2.14,49.67,0.66,0.66,38.77,Medium ,Medium,High,Black,100-300
2013,Khargone,55.0,769.0,97.16,26.53,11.81,2.62,45.32,17.72,8.0,25.78,3.44,57.09,0.72,0.72,39.34,Medium ,Medium,High,Black,100-300
2014,Khargone,40.0,1400.0,97.26,27.79,11.11,2.58,41.08,18.86,8.5,26.64,2.09,52.03,0.65,0.66,39.81,Medium ,Medium,High,Black,100-300
2015,Khargone,71.0,1535.0,97.31,27.51,11.3,2.44,41.95,18.58,8.36,26.57,2.91,52.64,0.66,0.67,39.65,Medium ,Medium,High,Black,100-300
2016,Khargone,63.0,1603.0,97.24,27.41,10.75,2.47,44.09,18.67,8.39,26.55,2.33,50.16,0.67,0.68,41.65,Medium ,Medium,High,Black,100-300
2017,Khargone,62.3,1036.0,97.22,27.45,10.83,2.41,42.78,18.91,8.48,26.61,2.43,49.93,0.66,0.67,39.11,Medium ,Medium,High,Black,100-300
1990,Khandwa,11.57,694.0,97.31,27.06,11.68,2.56,58.77,18.42,8.77,26.31,3.07,55.45,0.69,0.7,37.5,Medium ,Medium,High,Black,100-300
1991,Khandwa,24.28,452.0,97.32,28.03,9.55,2.55,49.51,19.5,9.28,26.99,1.78,43.82,0.64,0.65,44.51,Medium ,Medium,High,Black,100-300
1992,Khandwa,41.82,503.0,97.37,27.95,9.67,2.51,51.29,19.79,9.38,26.85,1.78,44.52,0.64,0.64,40.78,Medium ,Medium,High,Black,100-300
1993,Khandwa,44.71,677.0,97.38,27.18,10.65,2.49,52.7,19.7,9.36,26.35,2.75,50.55,0.68,0.68,40.2,Medium ,Medium,High,Black,100-300
